"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"72",2013,1,1,932,930,2,1219,1225,-6,"VX",251,"N641VA","JFK","LAS",324,2248,9,30,2013-01-01 09:00:00
"73",2013,1,1,933,937,-4,1057,1102,-5,"B6",4,"N503JB","JFK","BUF",66,301,9,37,2013-01-01 09:00:00
"74",2013,1,1,933,904,29,1252,1210,42,"B6",17,"N579JB","JFK","FLL",170,1069,9,4,2013-01-01 09:00:00
"75",2013,1,1,941,945,-4,1300,1258,2,"B6",679,"N806JB","JFK","LAX",352,2475,9,45,2013-01-01 09:00:00
"76",2013,1,1,947,953,-6,1053,1110,-17,"B6",600,"N306JB","JFK","PWM",47,273,9,53,2013-01-01 09:00:00
"77",2013,1,1,1003,959,4,1408,1329,39,"US",196,"N541UW","JFK","PHX",342,2153,9,59,2013-01-01 09:00:00
"78",2013,1,1,1010,1015,-5,1225,1214,11,"US",1441,"N712US","JFK","CLT",97,541,10,15,2013-01-01 10:00:00
"79",2013,1,1,1011,1015,-4,1246,1307,-21,"DL",1529,"N399DA","JFK","LAS",320,2248,10,15,2013-01-01 10:00:00
"80",2013,1,1,1026,1030,-4,1351,1340,11,"AA",19,"N328AA","JFK","LAX",356,2475,10,30,2013-01-01 10:00:00
"81",2013,1,1,1029,1030,-1,1427,1355,32,"AA",179,"N325AA","JFK","SFO",389,2586,10,30,2013-01-01 10:00:00
"82",2013,1,1,1031,1030,1,1353,1415,-22,"VX",23,"N625VA","JFK","SFO",363,2586,10,30,2013-01-01 10:00:00
"83",2013,1,1,1042,1040,2,1325,1326,-1,"B6",31,"N529JB","JFK","MCO",142,944,10,40,2013-01-01 10:00:00
"84",2013,1,1,1047,1050,-3,1401,1410,-9,"DL",1275,"N3748Y","JFK","SLC",295,1990,10,50,2013-01-01 10:00:00
"85",2013,1,1,1059,1100,-1,1210,1215,-5,"MQ",3792,"N509MQ","JFK","DCA",50,213,11,0,2013-01-01 11:00:00
"86",2013,1,1,1111,1115,-4,1222,1226,-4,"B6",24,"N279JB","JFK","BTV",52,266,11,15,2013-01-01 11:00:00
"87",2013,1,1,1112,1100,12,1440,1438,2,"UA",285,"N517UA","JFK","SFO",364,2586,11,0,2013-01-01 11:00:00
"88",2013,1,1,1124,1100,24,1435,1431,4,"B6",641,"N590JB","JFK","SFO",349,2586,11,0,2013-01-01 11:00:00
"89",2013,1,1,1127,1130,-3,1504,1448,16,"UA",703,"N518UA","JFK","LAX",357,2475,11,30,2013-01-01 11:00:00
"90",2013,1,1,1133,1129,4,1440,1437,3,"B6",133,"N652JB","JFK","RSW",168,1074,11,29,2013-01-01 11:00:00
"91",2013,1,1,1133,1130,3,1448,1450,-2,"VX",409,"N839VA","JFK","LAX",347,2475,11,30,2013-01-01 11:00:00
"92",2013,1,1,1153,1123,30,1454,1425,29,"B6",1,"N552JB","JFK","FLL",167,1069,11,23,2013-01-01 11:00:00
"93",2013,1,1,1153,1200,-7,1450,1529,-39,"DL",863,"N712TW","JFK","LAX",330,2475,12,0,2013-01-01 12:00:00
"94",2013,1,1,1155,1200,-5,1517,1510,7,"AA",3,"N322AA","JFK","LAX",353,2475,12,0,2013-01-01 12:00:00
"95",2013,1,1,1155,1200,-5,1312,1315,-3,"MQ",4425,"N846MQ","JFK","DCA",57,213,12,0,2013-01-01 12:00:00
"96",2013,1,1,1200,1200,0,1408,1356,12,"US",1443,"N755US","JFK","CLT",102,541,12,0,2013-01-01 12:00:00
"97",2013,1,1,1203,1200,3,1519,1545,-26,"VX",25,"N843VA","JFK","SFO",353,2586,12,0,2013-01-01 12:00:00
"98",2013,1,1,1208,1158,10,1540,1502,38,"B6",625,"N239JB","JFK","HOU",253,1428,11,58,2013-01-01 11:00:00
"99",2013,1,1,1222,1229,-7,1520,1526,-6,"B6",27,"N192JB","JFK","TPA",160,1005,12,29,2013-01-01 12:00:00
"100",2013,1,1,1237,1245,-8,1340,1350,-10,"AA",1850,"N3EGAA","JFK","BOS",40,187,12,45,2013-01-01 12:00:00
"101",2013,1,1,1240,1235,5,1415,1415,0,"MQ",4404,"N828MQ","JFK","RDU",79,427,12,35,2013-01-01 12:00:00
"102",2013,1,1,1245,1245,0,1616,1615,1,"DL",2174,"N711ZX","JFK","SLC",298,1990,12,45,2013-01-01 12:00:00
"103",2013,1,1,1245,1249,-4,1722,1800,-38,"DL",315,"N670DN","JFK","SJU",188,1598,12,49,2013-01-01 12:00:00
"104",2013,1,1,1246,1225,21,1424,1348,36,"B6",66,"N228JB","JFK","BUF",70,301,12,25,2013-01-01 12:00:00
"105",2013,1,1,1251,1252,-1,1611,1555,16,"B6",85,"N657JB","JFK","FLL",173,1069,12,52,2013-01-01 12:00:00
"106",2013,1,1,1257,1258,-1,1601,1610,-9,"B6",209,"N793JB","JFK","LGB",346,2465,12,58,2013-01-01 12:00:00
"107",2013,1,1,1302,1259,3,1402,1404,-2,"B6",1006,"N273JB","JFK","BOS",40,187,12,59,2013-01-01 12:00:00
"108",2013,1,1,1304,1259,5,1430,1418,12,"B6",32,"N346JB","JFK","ROC",65,264,12,59,2013-01-01 12:00:00
"109",2013,1,1,1306,1240,26,1622,1555,27,"AA",2041,"N5DMAA","JFK","MIA",163,1089,12,40,2013-01-01 12:00:00
"110",2013,1,1,1310,1300,10,1559,1554,5,"B6",991,"N593JB","JFK","PBI",150,1028,13,0,2013-01-01 13:00:00
"111",2013,1,1,1325,1330,-5,1606,1605,1,"DL",2043,"N318US","JFK","ATL",131,760,13,30,2013-01-01 13:00:00
"112",2013,1,1,1327,1330,-3,1638,1655,-17,"VX",411,"N642VA","JFK","LAX",352,2475,13,30,2013-01-01 13:00:00
"113",2013,1,1,1333,1335,-2,1608,1608,0,"B6",615,"N306JB","JFK","JAX",134,828,13,35,2013-01-01 13:00:00
"114",2013,1,1,1337,1220,77,1649,1531,78,"B6",673,"N636JB","JFK","LAX",352,2475,12,20,2013-01-01 12:00:00
"115",2013,1,1,1341,1345,-4,1709,1705,4,"AA",117,"N339AA","JFK","LAX",362,2475,13,45,2013-01-01 13:00:00
"116",2013,1,1,1350,1355,-5,1456,1510,-14,"B6",602,"N216JB","JFK","PWM",49,273,13,55,2013-01-01 13:00:00
"117",2013,1,1,1354,1359,-5,1452,1514,-22,"DL",2068,"N344NB","JFK","BOS",37,187,13,59,2013-01-01 13:00:00
"118",2013,1,1,1355,1356,-1,1646,1650,-4,"B6",1783,"N709JB","JFK","MCO",144,944,13,56,2013-01-01 13:00:00
"119",2013,1,1,1421,1422,-1,1517,1535,-18,"B6",1010,"N274JB","JFK","BOS",38,187,14,22,2013-01-01 14:00:00
"120",2013,1,1,1421,1355,26,1735,1709,26,"B6",83,"N503JB","JFK","SEA",349,2422,13,55,2013-01-01 13:00:00
"121",2013,1,1,1422,1425,-3,1748,1759,-11,"UA",257,"N502UA","JFK","SFO",362,2586,14,25,2013-01-01 14:00:00
"122",2013,1,1,1428,1329,59,1803,1640,83,"B6",355,"N635JB","JFK","BUR",371,2465,13,29,2013-01-01 13:00:00
"123",2013,1,1,1436,1435,1,1840,1820,20,"DL",1322,"N722TW","JFK","SFO",375,2586,14,35,2013-01-01 14:00:00
"124",2013,1,1,1439,1445,-6,1558,1613,-15,"DL",1972,"N319NB","JFK","DCA",56,213,14,45,2013-01-01 14:00:00
"125",2013,1,1,1442,1450,-8,1728,1755,-27,"AA",1813,"N5FMAA","JFK","MCO",141,944,14,50,2013-01-01 14:00:00
"126",2013,1,1,1446,1455,-9,1803,1825,-22,"AA",1769,"N5EWAA","JFK","MIA",161,1089,14,55,2013-01-01 14:00:00
"127",2013,1,1,1449,1450,-1,1651,1640,11,"MQ",4403,"N853MQ","JFK","RDU",78,427,14,50,2013-01-01 14:00:00
"128",2013,1,1,1451,1500,-9,1634,1636,-2,"9E",4105,"N8444F","JFK","IAD",57,228,15,0,2013-01-01 15:00:00
"129",2013,1,1,1452,1455,-3,1637,1639,-2,"9E",3295,"N920XJ","JFK","BUF",68,301,14,55,2013-01-01 14:00:00
"130",2013,1,1,1452,1457,-5,1753,1811,-18,"B6",61,"N292JB","JFK","FLL",162,1069,14,57,2013-01-01 14:00:00
"131",2013,1,1,1453,1450,3,1707,1645,22,"MQ",4172,"N610MQ","JFK","CLE",99,425,14,50,2013-01-01 14:00:00
"132",2013,1,1,1454,1500,-6,1635,1636,-1,"9E",3843,"N8409N","JFK","SYR",57,209,15,0,2013-01-01 15:00:00
"133",2013,1,1,1454,1500,-6,1815,1837,-22,"DL",1467,"N702TW","JFK","LAX",340,2475,15,0,2013-01-01 15:00:00
"134",2013,1,1,1455,1457,-2,1731,1730,1,"B6",119,"N279JB","JFK","MSY",192,1182,14,57,2013-01-01 14:00:00
"135",2013,1,1,1455,1459,-4,1655,1645,10,"B6",1053,"N203JB","JFK","PIT",87,340,14,59,2013-01-01 14:00:00
"136",2013,1,1,1507,1515,-8,1651,1656,-5,"9E",3792,"N8631E","JFK","ROC",66,264,15,15,2013-01-01 15:00:00
"137",2013,1,1,1507,1510,-3,1748,1745,3,"MQ",4309,"N803MQ","JFK","IND",130,665,15,10,2013-01-01 15:00:00
"138",2013,1,1,1512,1518,-6,1805,1823,-18,"B6",153,"N645JB","JFK","MCO",142,944,15,18,2013-01-01 15:00:00
"139",2013,1,1,1513,1515,-2,1705,1700,5,"MQ",4333,"N635MQ","JFK","PIT",79,340,15,15,2013-01-01 15:00:00
"140",2013,1,1,1515,1437,38,1834,1742,52,"B6",347,"N178JB","JFK","SRQ",171,1041,14,37,2013-01-01 14:00:00
"141",2013,1,1,1520,1525,-5,1643,1655,-12,"MQ",3823,"N509MQ","JFK","DCA",57,213,15,25,2013-01-01 15:00:00
"142",2013,1,1,1522,1530,-8,1731,1725,6,"MQ",4146,"N902MQ","JFK","CMH",98,483,15,30,2013-01-01 15:00:00
"143",2013,1,1,1522,1530,-8,1858,1855,3,"UA",530,"N512UA","JFK","LAX",356,2475,15,30,2013-01-01 15:00:00
"144",2013,1,1,1524,1457,27,1828,1801,27,"B6",141,"N504JB","JFK","PBI",156,1028,14,57,2013-01-01 14:00:00
"145",2013,1,1,1527,1530,-3,1841,1855,-14,"AA",1039,"N3HYAA","JFK","FLL",163,1069,15,30,2013-01-01 15:00:00
"146",2013,1,1,1527,1455,32,1655,1628,27,"B6",8,"N607JB","JFK","BUF",66,301,14,55,2013-01-01 14:00:00
"147",2013,1,1,1527,1533,-6,1836,1857,-21,"B6",137,"N794JB","JFK","RSW",168,1074,15,33,2013-01-01 15:00:00
"148",2013,1,1,1530,1530,0,1650,1655,-5,"9E",3369,"N913XJ","JFK","BWI",40,184,15,30,2013-01-01 15:00:00
"149",2013,1,1,1538,1540,-2,1827,1851,-24,"DL",4,"N372DA","JFK","MCO",133,944,15,40,2013-01-01 15:00:00
"150",2013,1,1,1539,1530,9,1904,1910,-6,"AA",85,"N342AA","JFK","SFO",360,2586,15,30,2013-01-01 15:00:00
"151",2013,1,1,1539,1545,-6,1853,1910,-17,"AA",133,"N319AA","JFK","LAX",351,2475,15,45,2013-01-01 15:00:00
"152",2013,1,1,1540,1338,122,2020,1825,115,"B6",705,"N570JB","JFK","SJU",193,1598,13,38,2013-01-01 13:00:00
"153",2013,1,1,1542,1545,-3,1852,1913,-21,"DL",1283,"N3750D","JFK","SAN",342,2446,15,45,2013-01-01 15:00:00
"154",2013,1,1,1543,1550,-7,1933,1925,8,"DL",1773,"N688DL","JFK","SLC",320,1990,15,50,2013-01-01 15:00:00
"155",2013,1,1,1546,1540,6,1753,1748,5,"9E",3338,"N904XJ","JFK","ORD",146,740,15,40,2013-01-01 15:00:00
"156",2013,1,1,1550,1550,0,1844,1831,13,"9E",3372,"N934XJ","JFK","IND",139,665,15,50,2013-01-01 15:00:00
"157",2013,1,1,1552,1600,-8,1749,1757,-8,"9E",3459,"N910XJ","JFK","BNA",150,765,16,0,2013-01-01 16:00:00
"158",2013,1,1,1552,1600,-8,1933,1915,18,"AA",565,"N3CGAA","JFK","DFW",254,1391,16,0,2013-01-01 16:00:00
"159",2013,1,1,1554,1600,-6,1701,1734,-33,"9E",3331,"N931XJ","JFK","BOS",41,187,16,0,2013-01-01 16:00:00
"160",2013,1,1,1554,1600,-6,1830,1820,10,"MQ",3985,"N606MQ","JFK","CVG",118,589,16,0,2013-01-01 16:00:00
"161",2013,1,1,1557,1600,-3,1910,1939,-29,"DL",1508,"N955DL","JFK","RSW",171,1074,16,0,2013-01-01 16:00:00
"162",2013,1,1,1558,1359,119,1718,1515,123,"EV",5712,"N826AS","JFK","IAD",53,228,13,59,2013-01-01 13:00:00
"163",2013,1,1,1559,1605,-6,1844,1912,-28,"DL",91,"N374DA","JFK","LAS",309,2248,16,5,2013-01-01 16:00:00
"164",2013,1,1,1600,1610,-10,1712,1729,-17,"9E",4088,"N8968E","JFK","PHL",35,94,16,10,2013-01-01 16:00:00
"165",2013,1,1,1603,1550,13,1751,1739,12,"B6",917,"N316JB","JFK","ORD",150,740,15,50,2013-01-01 15:00:00
"166",2013,1,1,1607,1555,12,1735,1715,20,"B6",12,"N184JB","JFK","SYR",58,209,15,55,2013-01-01 15:00:00
"167",2013,1,1,1608,1609,-1,1847,1910,-23,"B6",157,"N712JB","JFK","MCO",137,944,16,9,2013-01-01 16:00:00
"168",2013,1,1,1610,1615,-5,1913,1948,-35,"DL",1411,"N947DL","JFK","FLL",155,1069,16,15,2013-01-01 16:00:00
"169",2013,1,1,1621,1548,33,1904,1830,34,"DL",95,"N704X","JFK","ATL",130,760,15,48,2013-01-01 15:00:00
"170",2013,1,1,1623,1620,3,2002,1959,3,"US",35,"N550UW","JFK","PHX",317,2153,16,20,2013-01-01 16:00:00
"171",2013,1,1,1625,1550,35,2054,2050,4,"AA",1635,"N630AA","JFK","SJU",188,1598,15,50,2013-01-01 15:00:00
"172",2013,1,1,1626,1630,-4,2007,1952,15,"B6",675,"N804JB","JFK","LAX",370,2475,16,30,2013-01-01 16:00:00
"173",2013,1,1,1626,1630,-4,1855,1853,2,"DL",702,"N361NW","JFK","DTW",108,509,16,30,2013-01-01 16:00:00
"174",2013,1,1,1627,1459,88,1925,1805,80,"B6",63,"N599JB","JFK","TPA",159,1005,14,59,2013-01-01 14:00:00
"175",2013,1,1,1627,1630,-3,1940,2020,-40,"VX",27,"N847VA","JFK","SFO",354,2586,16,30,2013-01-01 16:00:00
"176",2013,1,1,1628,1630,-2,1907,1923,-16,"DL",920,"N331NW","JFK","DEN",248,1626,16,30,2013-01-01 16:00:00
"177",2013,1,1,1630,1636,-6,1913,1943,-30,"B6",143,"N534JB","JFK","PBI",147,1028,16,36,2013-01-01 16:00:00
"178",2013,1,1,1637,1545,52,1858,1819,39,"9E",3321,"N604LR","JFK","MSP",173,1029,15,45,2013-01-01 15:00:00
"179",2013,1,1,1641,1650,-9,1746,1820,-34,"AA",1790,"N3BYAA","JFK","BOS",41,187,16,50,2013-01-01 16:00:00
"180",2013,1,1,1651,1650,1,2000,2004,-4,"B6",185,"N665JB","JFK","SAN",349,2446,16,50,2013-01-01 16:00:00
"181",2013,1,1,1654,1700,-6,2020,2034,-14,"DL",706,"N320NB","JFK","AUS",251,1521,17,0,2013-01-01 17:00:00
"182",2013,1,1,1655,1700,-5,1953,1950,3,"AA",575,"N5DRAA","JFK","EGE",280,1747,17,0,2013-01-01 17:00:00
"183",2013,1,1,1655,1700,-5,2027,2049,-22,"DL",31,"N713TW","JFK","SFO",357,2586,17,0,2013-01-01 17:00:00
"184",2013,1,1,1655,1655,0,2025,2030,-5,"VX",413,"N626VA","JFK","LAX",362,2475,16,55,2013-01-01 16:00:00
"185",2013,1,1,1656,1700,-4,1941,1955,-14,"AA",257,"N3CAAA","JFK","LAS",322,2248,17,0,2013-01-01 17:00:00
"186",2013,1,1,1658,1700,-2,1808,1840,-32,"MQ",4323,"N688MQ","JFK","ORF",52,290,17,0,2013-01-01 17:00:00
"187",2013,1,1,1701,1710,-9,2026,2015,11,"AA",695,"N3FUAA","JFK","AUS",247,1521,17,10,2013-01-01 17:00:00
"188",2013,1,1,1711,1635,36,1918,1845,33,"B6",1085,"N228JB","JFK","CLT",112,541,16,35,2013-01-01 16:00:00
"189",2013,1,1,1713,1700,13,2006,2014,-8,"B6",15,"N346JB","JFK","FLL",156,1069,17,0,2013-01-01 17:00:00
"190",2013,1,1,1714,1720,-6,1915,1915,0,"AA",1351,"N3CVAA","JFK","ORD",146,740,17,20,2013-01-01 17:00:00
"191",2013,1,1,1716,1545,91,2140,2039,61,"B6",703,"N651JB","JFK","SJU",183,1598,15,45,2013-01-01 15:00:00
"192",2013,1,1,1718,1710,8,2154,2201,-7,"B6",699,"N507JB","JFK","SJU",189,1598,17,10,2013-01-01 17:00:00
"193",2013,1,1,1720,1725,-5,2121,2105,16,"DL",513,"N723TW","JFK","LAX",363,2475,17,25,2013-01-01 17:00:00
"194",2013,1,1,1726,1730,-4,2054,2050,4,"AA",543,"N386AA","JFK","MIA",157,1089,17,30,2013-01-01 17:00:00
"195",2013,1,1,1726,1729,-3,2042,2100,-18,"UA",512,"N557UA","JFK","SFO",347,2586,17,29,2013-01-01 17:00:00
"196",2013,1,1,1727,1725,2,2043,2040,3,"AA",145,"N377AA","JFK","SAN",357,2446,17,25,2013-01-01 17:00:00
"197",2013,1,1,1730,1730,0,2126,2110,16,"B6",179,"N618JB","JFK","PHX",323,2153,17,30,2013-01-01 17:00:00
"198",2013,1,1,1736,1640,56,2047,2001,46,"B6",139,"N329JB","JFK","RSW",176,1074,16,40,2013-01-01 16:00:00
"199",2013,1,1,1739,1740,-1,2051,2112,-21,"DL",1339,"N3761R","JFK","PDX",341,2454,17,40,2013-01-01 17:00:00
"200",2013,1,1,1743,1615,88,1925,1819,66,"9E",3651,"N8515F","JFK","RDU",72,427,16,15,2013-01-01 16:00:00
"201",2013,1,1,1744,1720,24,2052,2025,27,"B6",163,"N658JB","JFK","TPA",160,1005,17,20,2013-01-01 17:00:00
"202",2013,1,1,1745,1749,-4,1943,1909,34,"B6",1307,"N216JB","JFK","IAD",65,228,17,49,2013-01-01 17:00:00
