year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,1,643,646,-3,922,940,-18,UA,556,N497UA,EWR,PBI,146,1023,6,46,2013-01-01T11:00:00Z
2013,1,1,643,645,-2,837,848,-11,US,926,N178US,EWR,CLT,91,529,6,45,2013-01-01T11:00:00Z
2013,1,1,644,636,8,931,940,-9,UA,1701,N75435,EWR,FLL,151,1065,6,36,2013-01-01T11:00:00Z
2013,1,1,646,645,1,1023,1030,-7,UA,1496,N38727,EWR,SNA,380,2434,6,45,2013-01-01T11:00:00Z
2013,1,1,656,700,-4,948,1011,-23,UA,1115,N24212,EWR,TPA,156,997,7,0,2013-01-01T12:00:00Z
2013,1,1,659,700,-1,959,1008,-9,UA,960,N838UA,EWR,RSW,164,1068,7,0,2013-01-01T12:00:00Z
2013,1,1,701,700,1,1123,1154,-31,UA,1203,N77296,EWR,SJU,188,1608,7,0,2013-01-01T12:00:00Z
2013,1,1,715,713,2,911,850,21,UA,544,N841UA,EWR,ORD,156,719,7,13,2013-01-01T12:00:00Z
2013,1,1,723,725,-2,1013,1017,-4,UA,962,N514UA,EWR,PBI,153,1023,7,25,2013-01-01T12:00:00Z
2013,1,1,724,725,-1,1020,1030,-10,AS,11,N594AS,EWR,SEA,338,2402,7,25,2013-01-01T12:00:00Z
2013,1,1,725,730,-5,1052,1040,12,AA,2083,N4WRAA,EWR,DFW,238,1372,7,30,2013-01-01T12:00:00Z
2013,1,1,727,730,-3,959,952,7,UA,1162,N37462,EWR,DEN,254,1605,7,30,2013-01-01T12:00:00Z
2013,1,1,732,645,47,1011,941,30,UA,1111,N37456,EWR,MCO,145,937,6,45,2013-01-01T11:00:00Z
2013,1,1,739,739,0,1104,1038,26,UA,1479,N37408,EWR,IAH,249,1400,7,39,2013-01-01T12:00:00Z
2013,1,1,746,746,0,1119,1129,-10,UA,1668,N24224,EWR,SFO,373,2565,7,46,2013-01-01T12:00:00Z
2013,1,1,749,710,39,939,850,49,MQ,3737,N508MQ,EWR,ORD,148,719,7,10,2013-01-01T12:00:00Z
2013,1,1,758,800,-2,1053,1054,-1,B6,517,N645JB,EWR,MCO,142,937,8,0,2013-01-01T13:00:00Z
2013,1,1,801,805,-4,900,919,-19,B6,1172,N206JB,EWR,BOS,38,200,8,5,2013-01-01T13:00:00Z
2013,1,1,809,815,-6,1043,1050,-7,EV,4388,N14542,EWR,JAX,132,820,8,15,2013-01-01T13:00:00Z
2013,1,1,811,815,-4,1006,1032,-26,EV,4260,N11193,EWR,CHS,101,628,8,15,2013-01-01T13:00:00Z
2013,1,1,811,815,-4,1026,1016,10,US,675,N654AW,EWR,CLT,96,529,8,15,2013-01-01T13:00:00Z
2013,1,1,812,814,-2,1040,1017,23,EV,4537,N17108,EWR,MEM,180,946,8,14,2013-01-01T13:00:00Z
2013,1,1,823,823,0,1151,1135,16,UA,1223,N39728,EWR,DFW,250,1372,8,23,2013-01-01T13:00:00Z
2013,1,1,826,817,9,1145,1158,-13,UA,1480,N76522,EWR,SFO,357,2565,8,17,2013-01-01T13:00:00Z
2013,1,1,828,823,5,1150,1143,7,UA,1506,N76528,EWR,LAX,359,2454,8,23,2013-01-01T13:00:00Z
2013,1,1,829,830,-1,1117,1140,-23,UA,1592,N75425,EWR,MCO,145,937,8,30,2013-01-01T13:00:00Z
2013,1,1,831,835,-4,1021,1039,-18,EV,4412,N13969,EWR,MYR,92,550,8,35,2013-01-01T13:00:00Z
2013,1,1,846,845,1,1138,1205,-27,B6,553,N564JB,EWR,RSW,157,1068,8,45,2013-01-01T13:00:00Z
2013,1,1,848,851,-3,1155,1136,19,UA,1741,N27724,EWR,JAC,275,1874,8,51,2013-01-01T13:00:00Z
2013,1,1,851,851,0,1032,1036,-4,EV,4548,N19966,EWR,RDU,75,416,8,51,2013-01-01T13:00:00Z
2013,1,1,851,859,-8,1102,1105,-3,DL,869,N361NB,EWR,DTW,106,488,8,59,2013-01-01T13:00:00Z
2013,1,1,851,840,11,1215,1206,9,UA,1626,N39297,EWR,SAN,367,2425,8,40,2013-01-01T13:00:00Z
2013,1,1,852,855,-3,1046,1020,26,WN,3848,N777QC,EWR,MDW,146,711,8,55,2013-01-01T13:00:00Z
2013,1,1,856,855,1,1140,1203,-23,UA,1296,N75426,EWR,PBI,150,1023,8,55,2013-01-01T13:00:00Z
2013,1,1,857,900,-3,1124,1133,-9,DL,485,N371NB,EWR,ATL,125,746,9,0,2013-01-01T14:00:00Z
2013,1,1,857,851,6,1157,1222,-25,UA,1670,N45440,EWR,SEA,343,2402,8,51,2013-01-01T13:00:00Z
2013,1,1,900,900,0,1211,1203,8,UA,1170,N19130,EWR,FLL,161,1065,9,0,2013-01-01T14:00:00Z
2013,1,1,902,903,-1,1048,1045,3,UA,580,N820UA,EWR,ORD,145,719,9,3,2013-01-01T14:00:00Z
2013,1,1,904,906,-2,1207,1226,-19,UA,1401,N77525,EWR,MIA,158,1085,9,6,2013-01-01T14:00:00Z
2013,1,1,906,843,23,1134,1125,9,UA,1643,N17139,EWR,DEN,246,1605,8,43,2013-01-01T13:00:00Z
2013,1,1,908,908,0,1228,1219,9,UA,1220,N12216,EWR,IAH,233,1400,9,8,2013-01-01T14:00:00Z
2013,1,1,912,906,6,1219,1226,-7,UA,1601,N38403,EWR,MIA,159,1085,9,6,2013-01-01T14:00:00Z
2013,1,1,913,918,-5,1346,1416,-30,UA,1519,N24715,EWR,STT,189,1634,9,18,2013-01-01T14:00:00Z
2013,1,1,914,920,-6,1244,1240,4,AA,1589,N517AA,EWR,DFW,238,1372,9,20,2013-01-01T14:00:00Z
2013,1,1,914,900,14,1058,1043,15,UA,783,N810UA,EWR,CLE,85,404,9,0,2013-01-01T14:00:00Z
2013,1,1,926,929,-3,1404,1421,-17,B6,215,N775JB,EWR,SJU,191,1608,9,29,2013-01-01T14:00:00Z
2013,1,1,926,928,-2,1233,1220,13,UA,1597,N27733,EWR,EGE,287,1726,9,28,2013-01-01T14:00:00Z
2013,1,1,929,929,0,1028,1042,-14,EV,4636,N11551,EWR,DCA,43,199,9,29,2013-01-01T14:00:00Z
2013,1,1,929,925,4,1220,1150,30,WN,766,N957WN,EWR,DEN,264,1605,9,25,2013-01-01T14:00:00Z
2013,1,1,930,905,25,1218,1209,9,UA,1148,N57439,EWR,TPA,149,997,9,5,2013-01-01T14:00:00Z
2013,1,1,946,959,-13,1146,1202,-16,EV,4175,N15912,EWR,AVL,105,583,9,59,2013-01-01T14:00:00Z
2013,1,1,950,954,-4,1155,1142,13,EV,4681,N12567,EWR,STL,170,872,9,54,2013-01-01T14:00:00Z
2013,1,1,953,921,32,1320,1241,39,UA,222,N586UA,EWR,LAX,346,2454,9,21,2013-01-01T14:00:00Z
2013,1,1,955,1000,-5,1336,1325,11,US,75,N642AW,EWR,PHX,324,2133,10,0,2013-01-01T15:00:00Z
2013,1,1,957,733,144,1056,853,123,UA,856,N534UA,EWR,BOS,37,200,7,33,2013-01-01T12:00:00Z
2013,1,1,1003,1010,-7,1255,1320,-25,B6,503,N565JB,EWR,FLL,152,1065,10,10,2013-01-01T15:00:00Z
2013,1,1,1005,1000,5,1239,1234,5,UA,1625,N81449,EWR,DEN,254,1605,10,0,2013-01-01T15:00:00Z
2013,1,1,1007,1010,-3,1147,1140,7,MQ,3795,N503MQ,EWR,ORD,131,719,10,10,2013-01-01T15:00:00Z
2013,1,1,1010,1015,-5,1204,1210,-6,US,1103,N162UW,EWR,CLT,90,529,10,15,2013-01-01T15:00:00Z
2013,1,1,1024,1029,-5,1140,1150,-10,EV,4709,N14905,EWR,BUF,59,282,10,29,2013-01-01T15:00:00Z
2013,1,1,1025,951,34,1258,1302,-4,UA,501,N437UA,EWR,MCO,137,937,9,51,2013-01-01T14:00:00Z
2013,1,1,1030,1035,-5,1229,1246,-17,EV,4277,N11189,EWR,CHS,100,628,10,35,2013-01-01T15:00:00Z
2013,1,1,1031,1030,1,1323,1334,-11,UA,1294,N77258,EWR,FLL,157,1065,10,30,2013-01-01T15:00:00Z
2013,1,1,1032,1035,-3,1305,1250,15,EV,4180,N13955,EWR,IND,135,645,10,35,2013-01-01T15:00:00Z
2013,1,1,1033,1017,16,1130,1136,-6,UA,779,N849UA,EWR,BOS,42,200,10,17,2013-01-01T15:00:00Z
2013,1,1,1038,1030,8,1223,1202,21,UA,985,N423UA,EWR,ORD,149,719,10,30,2013-01-01T15:00:00Z
2013,1,1,1044,1045,-1,1231,1212,19,EV,4322,N15555,EWR,MKE,151,725,10,45,2013-01-01T15:00:00Z
2013,1,1,1044,1045,-1,1352,1351,1,UA,455,N667UA,EWR,IAH,229,1400,10,45,2013-01-01T15:00:00Z
2013,1,1,1044,1041,3,1339,1350,-11,UA,1060,N76503,EWR,RSW,157,1068,10,41,2013-01-01T15:00:00Z
2013,1,1,1056,1059,-3,1203,1209,-6,EV,4479,N11544,EWR,PWM,51,284,10,59,2013-01-01T15:00:00Z
2013,1,1,1059,1053,6,1342,1351,-9,UA,369,N451UA,EWR,LAS,325,2227,10,53,2013-01-01T15:00:00Z
2013,1,1,1101,1043,18,1345,1332,13,B6,545,N630JB,EWR,PBI,145,1023,10,43,2013-01-01T15:00:00Z
2013,1,1,1105,1047,18,1428,1405,23,UA,688,N521UA,EWR,SFO,356,2565,10,47,2013-01-01T15:00:00Z
2013,1,1,1120,944,96,1331,1213,78,EV,4495,N16561,EWR,SAV,117,708,9,44,2013-01-01T14:00:00Z
2013,1,1,1127,1129,-2,1303,1309,-6,EV,4294,N14180,EWR,RDU,73,416,11,29,2013-01-01T16:00:00Z
2013,1,1,1127,1129,-2,1421,1425,-4,UA,1143,N14118,EWR,PBI,156,1023,11,29,2013-01-01T16:00:00Z
2013,1,1,1128,1129,-1,1422,1437,-15,UA,987,N496UA,EWR,TPA,156,997,11,29,2013-01-01T16:00:00Z
2013,1,1,1135,1140,-5,1429,1445,-16,AA,1623,N3EYAA,EWR,MIA,156,1085,11,40,2013-01-01T16:00:00Z
2013,1,1,1143,1145,-2,1512,1507,5,UA,1010,N39726,EWR,SNA,371,2434,11,45,2013-01-01T16:00:00Z
2013,1,1,1144,1145,-1,1422,1411,11,EV,4876,N695CA,EWR,ATL,126,746,11,45,2013-01-01T16:00:00Z
2013,1,1,1150,1156,-6,1302,1314,-12,EV,4693,N21144,EWR,SYR,46,195,11,56,2013-01-01T16:00:00Z
2013,1,1,1153,1159,-6,1350,1341,9,EV,4275,N29917,EWR,CMH,95,463,11,59,2013-01-01T16:00:00Z
2013,1,1,1154,1200,-6,1253,1306,-13,B6,1174,N206JB,EWR,BOS,40,200,12,0,2013-01-01T17:00:00Z
2013,1,1,1157,1158,-1,1310,1315,-5,EV,4511,N16546,EWR,ROC,50,246,11,58,2013-01-01T16:00:00Z
2013,1,1,1157,1200,-3,1452,1456,-4,UA,1197,N13113,EWR,MCO,151,937,12,0,2013-01-01T17:00:00Z
2013,1,1,1158,1200,-2,1256,1300,-4,WN,1568,N783SW,EWR,BWI,38,169,12,0,2013-01-01T17:00:00Z
2013,1,1,1202,1207,-5,1318,1314,4,EV,4347,N11536,EWR,BTV,51,266,12,7,2013-01-01T17:00:00Z
2013,1,1,1202,1159,3,1645,1653,-8,UA,1663,N38403,EWR,SJU,187,1608,11,59,2013-01-01T16:00:00Z
2013,1,1,1203,1205,-2,1501,1437,24,EV,3850,N13978,EWR,ATL,142,746,12,5,2013-01-01T17:00:00Z
2013,1,1,1204,1200,4,1500,1448,12,B6,523,N612JB,EWR,MCO,139,937,12,0,2013-01-01T17:00:00Z
2013,1,1,1205,1200,5,1503,1505,-2,UA,1461,N39418,EWR,IAH,221,1400,12,0,2013-01-01T17:00:00Z
2013,1,1,1206,1209,-3,1325,1328,-3,EV,4216,N14168,EWR,BUF,59,282,12,9,2013-01-01T17:00:00Z
2013,1,1,1211,1215,-4,1423,1413,10,EV,4135,N21537,EWR,CLT,102,529,12,15,2013-01-01T17:00:00Z
2013,1,1,1217,1220,-3,1414,1350,24,MQ,3697,N517MQ,EWR,ORD,143,719,12,20,2013-01-01T17:00:00Z
2013,1,1,1217,1218,-1,1525,1529,-4,UA,391,N573UA,EWR,SFO,345,2565,12,18,2013-01-01T17:00:00Z
2013,1,1,1220,1220,0,1403,1340,23,WN,133,N254WN,EWR,MDW,142,711,12,20,2013-01-01T17:00:00Z
2013,1,1,1222,1159,23,1512,1429,43,EV,4679,N14916,EWR,JAX,131,820,11,59,2013-01-01T16:00:00Z
2013,1,1,1228,1224,4,1631,1604,27,UA,1114,N38459,EWR,PHX,339,2133,12,24,2013-01-01T17:00:00Z
2013,1,1,1230,1235,-5,1440,1438,2,EV,5311,N741EV,EWR,DTW,108,488,12,35,2013-01-01T17:00:00Z
2013,1,1,1231,1229,2,1523,1529,-6,UA,428,N402UA,EWR,FLL,156,1065,12,29,2013-01-01T17:00:00Z
2013,1,1,1240,1229,11,1451,1428,23,EV,4118,N14543,EWR,DTW,114,488,12,29,2013-01-01T17:00:00Z
2013,1,1,1241,1247,-6,1342,1355,-13,EV,4129,N36915,EWR,DCA,45,199,12,47,2013-01-01T17:00:00Z
2013,1,1,1253,1212,41,1524,1436,48,UA,754,N576UA,EWR,DEN,252,1605,12,12,2013-01-01T17:00:00Z
2013,1,1,1301,1240,21,1633,1540,53,AA,1853,N544AA,EWR,DFW,252,1372,12,40,2013-01-01T17:00:00Z
2013,1,1,1301,1255,6,1629,1603,26,UA,765,N825UA,EWR,DFW,243,1372,12,55,2013-01-01T17:00:00Z
2013,1,1,1302,1300,2,1553,1601,-8,UA,1435,N78511,EWR,MIA,158,1085,13,0,2013-01-01T18:00:00Z
2013,1,1,1304,1227,37,1518,1422,56,EV,4640,N19966,EWR,DAY,107,533,12,27,2013-01-01T17:00:00Z
2013,1,1,1306,1300,6,1622,1610,12,WN,2596,N773SA,EWR,HOU,239,1411,13,0,2013-01-01T18:00:00Z
2013,1,1,1314,1315,-1,1507,1505,2,US,1615,N177US,EWR,CLT,95,529,13,15,2013-01-01T18:00:00Z
2013,1,1,1315,1317,-2,1413,1423,-10,EV,4112,N13538,EWR,ALB,33,143,13,17,2013-01-01T18:00:00Z
2013,1,1,1316,1314,2,1412,1415,-3,EV,4340,N11551,EWR,BWI,38,169,13,14,2013-01-01T18:00:00Z
2013,1,1,1318,1322,-4,1358,1416,-18,EV,4106,N19554,EWR,BDL,25,116,13,22,2013-01-01T18:00:00Z
2013,1,1,1320,1320,0,1625,1636,-11,UA,1425,N58101,EWR,LAX,334,2454,13,20,2013-01-01T18:00:00Z
2013,1,1,1323,1300,23,1651,1608,43,DL,1185,N3736C,EWR,SLC,295,1969,13,0,2013-01-01T18:00:00Z
2013,1,1,1327,1329,-2,1624,1629,-5,UA,906,N847UA,EWR,FLL,157,1065,13,29,2013-01-01T18:00:00Z
2013,1,1,1330,1321,9,1613,1536,37,EV,3849,N14558,EWR,IND,149,645,13,21,2013-01-01T18:00:00Z
2013,1,1,1336,1340,-4,1508,1500,8,EV,4665,N13988,EWR,PIT,69,319,13,40,2013-01-01T18:00:00Z
2013,1,1,1342,1320,22,1617,1504,73,EV,3832,N13969,EWR,STL,194,872,13,20,2013-01-01T18:00:00Z
2013,1,1,1344,1344,0,2005,1944,21,UA,15,N76065,EWR,HNL,656,4963,13,44,2013-01-01T18:00:00Z
2013,1,1,1346,1330,16,1736,1710,26,WN,2335,N900WN,EWR,PHX,334,2133,13,30,2013-01-01T18:00:00Z
2013,1,1,1350,1329,21,1504,1453,11,EV,4254,N14542,EWR,BUF,57,282,13,29,2013-01-01T18:00:00Z
2013,1,1,1351,1355,-4,1446,1459,-13,EV,4434,N13566,EWR,MHT,37,209,13,55,2013-01-01T18:00:00Z
2013,1,1,1353,1357,-4,1549,1525,24,EV,4171,N14105,EWR,MSN,152,799,13,57,2013-01-01T18:00:00Z
2013,1,1,1354,1356,-2,1556,1600,-4,EV,4370,N23139,EWR,CHS,102,628,13,56,2013-01-01T18:00:00Z
2013,1,1,1355,1315,40,1538,1452,46,EV,4552,N13958,EWR,GSO,86,445,13,15,2013-01-01T18:00:00Z
2013,1,1,1356,1259,57,1538,1438,60,UA,32,N17128,EWR,ORD,135,719,12,59,2013-01-01T17:00:00Z
2013,1,1,1356,1350,6,1659,1640,19,UA,1258,N26906,EWR,IAH,218,1400,13,50,2013-01-01T18:00:00Z
2013,1,1,1358,1350,8,1742,1715,27,US,688,N654AW,EWR,PHX,318,2133,13,50,2013-01-01T18:00:00Z
2013,1,1,1402,1323,39,1650,1526,84,EV,4516,N13123,EWR,MEM,183,946,13,23,2013-01-01T18:00:00Z
2013,1,1,1411,1315,56,1717,1611,66,B6,505,N516JB,EWR,FLL,154,1065,13,15,2013-01-01T18:00:00Z
2013,1,1,1416,1411,5,1603,1549,14,UA,683,N456UA,EWR,ORD,136,719,14,11,2013-01-01T19:00:00Z
2013,1,1,1418,1419,-1,1726,1732,-6,UA,16,N37464,EWR,SEA,348,2402,14,19,2013-01-01T19:00:00Z
2013,1,1,1419,1420,-1,1557,1550,7,MQ,3728,N500MQ,EWR,ORD,136,719,14,20,2013-01-01T19:00:00Z
2013,1,1,1424,1349,35,1701,1556,65,EV,4687,N15574,EWR,CVG,129,569,13,49,2013-01-01T18:00:00Z
2013,1,1,1424,1420,4,1659,1644,15,EV,4935,N678CA,EWR,ATL,132,746,14,20,2013-01-01T19:00:00Z
2013,1,1,1430,1359,31,1718,1652,26,UA,278,N563UA,EWR,PBI,149,1023,13,59,2013-01-01T18:00:00Z
2013,1,1,1431,1440,-9,1627,1616,11,UA,601,N849UA,EWR,CLE,91,404,14,40,2013-01-01T19:00:00Z
2013,1,1,1443,1444,-1,1600,1602,-2,EV,4292,N13908,EWR,IAD,51,212,14,44,2013-01-01T19:00:00Z
2013,1,1,1454,1458,-4,1554,1615,-21,EV,4390,N11544,EWR,PWM,47,284,14,58,2013-01-01T19:00:00Z
2013,1,1,1456,1455,1,1830,1813,17,UA,1134,N24212,EWR,AUS,252,1504,14,55,2013-01-01T19:00:00Z
2013,1,1,1457,1500,-3,1758,1815,-17,UA,379,N401UA,EWR,RSW,166,1068,15,0,2013-01-01T20:00:00Z
2013,1,1,1457,1500,-3,1652,1656,-4,US,720,N539UW,EWR,CLT,97,529,15,0,2013-01-01T20:00:00Z
2013,1,1,1459,1501,-2,1651,1651,0,EV,5675,N15572,EWR,CMH,96,463,15,1,2013-01-01T20:00:00Z
2013,1,1,1459,1454,5,1750,1751,-1,UA,1105,N75435,EWR,TPA,152,997,14,54,2013-01-01T19:00:00Z
2013,1,1,1502,1500,2,1802,1806,-4,UA,456,N406UA,EWR,FLL,156,1065,15,0,2013-01-01T20:00:00Z
2013,1,1,1505,1310,115,1638,1431,127,EV,4497,N17984,EWR,RIC,63,277,13,10,2013-01-01T18:00:00Z
2013,1,1,1508,1450,18,1813,1747,26,UA,1687,N76529,EWR,MCO,146,937,14,50,2013-01-01T19:00:00Z
2013,1,1,1510,1517,-7,1811,1811,0,B6,537,N563JB,EWR,TPA,156,997,15,17,2013-01-01T20:00:00Z
2013,1,1,1513,1505,8,1714,1703,11,EV,4223,N13914,EWR,CLT,102,529,15,5,2013-01-01T20:00:00Z
2013,1,1,1518,1516,2,1837,1832,5,UA,1699,N53442,EWR,SFO,348,2565,15,16,2013-01-01T20:00:00Z
2013,1,1,1520,1430,50,1835,1735,60,AA,883,N589AA,EWR,DFW,236,1372,14,30,2013-01-01T19:00:00Z
2013,1,1,1520,1520,0,1817,1816,1,UA,1593,N13750,EWR,MCO,152,937,15,20,2013-01-01T20:00:00Z
2013,1,1,1523,1516,7,1831,1828,3,UA,1600,N18112,EWR,LAX,337,2454,15,16,2013-01-01T20:00:00Z
2013,1,1,1525,1340,105,1831,1626,125,B6,525,N231JB,EWR,MCO,152,937,13,40,2013-01-01T18:00:00Z
2013,1,1,1526,1530,-4,1714,1650,24,WN,4105,N280WN,EWR,MDW,141,711,15,30,2013-01-01T20:00:00Z
2013,1,1,1527,1515,12,1854,1810,44,UA,1695,N69059,EWR,IAH,210,1400,15,15,2013-01-01T20:00:00Z
2013,1,1,1528,1459,29,2002,1647,NA,EV,3806,N17108,EWR,STL,NA,872,14,59,2013-01-01T19:00:00Z
2013,1,1,1529,1457,32,1720,1634,46,UA,459,N497UA,EWR,ORD,138,719,14,57,2013-01-01T19:00:00Z
2013,1,1,1531,1453,38,1637,1603,34,EV,4372,N13975,EWR,DCA,45,199,14,53,2013-01-01T19:00:00Z
2013,1,1,1531,1459,32,1745,1658,47,EV,4572,N15912,EWR,GSP,106,594,14,59,2013-01-01T19:00:00Z
2013,1,1,1531,1520,11,1809,1750,19,UA,365,N514UA,EWR,DEN,247,1605,15,20,2013-01-01T20:00:00Z
2013,1,1,1534,1530,4,1755,1735,20,EV,4093,N17115,EWR,GRR,120,605,15,30,2013-01-01T20:00:00Z
2013,1,1,1539,1537,2,1854,1819,35,UA,1222,N14250,EWR,LAS,342,2227,15,37,2013-01-01T20:00:00Z
2013,1,1,1547,1545,2,1823,1815,8,DL,1942,N994DL,EWR,ATL,129,746,15,45,2013-01-01T20:00:00Z
2013,1,1,1549,1445,64,1912,1656,136,EV,4181,N21197,EWR,MCI,234,1092,14,45,2013-01-01T19:00:00Z
2013,1,1,1549,1548,1,1851,1859,-8,UA,80,N54241,EWR,MIA,156,1085,15,48,2013-01-01T20:00:00Z
2013,1,1,1558,1534,24,1808,1703,65,EV,4502,N16546,EWR,BNA,168,748,15,34,2013-01-01T20:00:00Z
2013,1,1,1558,1600,-2,1910,1903,7,B6,509,N708JB,EWR,FLL,166,1065,16,0,2013-01-01T21:00:00Z
2013,1,1,1601,1601,0,1750,1735,15,UA,702,N484UA,EWR,ORD,141,719,16,1,2013-01-01T21:00:00Z
2013,1,1,1603,1547,16,1720,1708,12,EV,3272,N14168,EWR,BUF,58,282,15,47,2013-01-01T20:00:00Z
2013,1,1,1603,1600,3,1839,1830,9,WN,591,N965WN,EWR,DEN,254,1605,16,0,2013-01-01T21:00:00Z
2013,1,1,1603,1600,3,1912,1906,6,UA,367,N820UA,EWR,FLL,162,1065,16,0,2013-01-01T21:00:00Z
2013,1,1,1607,1443,84,1711,1553,78,UA,465,N435UA,EWR,BOS,35,200,14,43,2013-01-01T19:00:00Z
2013,1,1,1611,1601,10,2010,1941,29,UA,1635,N76504,EWR,PHX,328,2133,16,1,2013-01-01T21:00:00Z
2013,1,1,1615,1602,13,1748,1728,20,EV,4406,N36915,EWR,PIT,73,319,16,2,2013-01-01T21:00:00Z
2013,1,1,1620,1620,0,1945,1922,23,UA,1178,N18119,EWR,IAH,242,1400,16,20,2013-01-01T21:00:00Z
2013,1,1,1628,1524,64,1740,1641,59,EV,4133,N14959,EWR,IAD,53,212,15,24,2013-01-01T20:00:00Z
2013,1,1,1630,1548,42,1902,1755,67,EV,4352,N22909,EWR,CVG,121,569,15,48,2013-01-01T20:00:00Z
2013,1,1,1631,1617,14,1740,1727,13,EV,4299,N14972,EWR,DCA,48,199,16,17,2013-01-01T21:00:00Z
2013,1,1,1631,1635,-4,1956,2000,-4,US,656,N649AW,EWR,PHX,309,2133,16,35,2013-01-01T21:00:00Z
2013,1,1,1631,1630,1,1935,1950,-15,UA,1726,N75425,EWR,SAN,346,2425,16,30,2013-01-01T21:00:00Z
2013,1,1,1632,1635,-3,1824,1810,14,MQ,3695,N507MQ,EWR,ORD,139,719,16,35,2013-01-01T21:00:00Z
2013,1,1,1634,1626,8,1913,1852,21,UA,69,N27213,EWR,DEN,247,1605,16,26,2013-01-01T21:00:00Z
2013,1,1,1635,1630,5,1830,1810,20,UA,162,N16701,EWR,CLE,84,404,16,30,2013-01-01T21:00:00Z
2013,1,1,1636,1639,-3,1747,1755,-8,B6,1176,N190JB,EWR,BOS,42,200,16,39,2013-01-01T21:00:00Z
2013,1,1,1639,1517,82,1815,1639,96,EV,4580,N16561,EWR,MKE,140,725,15,17,2013-01-01T20:00:00Z
2013,1,1,1642,1610,32,1944,1919,25,UA,1587,N17229,EWR,RSW,161,1068,16,10,2013-01-01T21:00:00Z
2013,1,1,1645,1639,6,1832,1816,16,EV,4336,N13538,EWR,GSO,89,445,16,39,2013-01-01T21:00:00Z
2013,1,1,1649,1639,10,1937,1911,26,EV,4705,N14960,EWR,ATL,139,746,16,39,2013-01-01T21:00:00Z
2013,1,1,1654,1644,10,1752,1753,-1,EV,4539,N27962,EWR,MHT,38,209,16,44,2013-01-01T21:00:00Z
2013,1,1,1655,1621,34,1804,1724,40,EV,3260,N19554,EWR,ALB,36,143,16,21,2013-01-01T21:00:00Z
2013,1,1,1657,1650,7,1921,1840,41,WN,2773,N462WN,EWR,STL,181,872,16,50,2013-01-01T21:00:00Z
2013,1,1,1657,1630,27,1948,1926,22,UA,1609,N17105,EWR,MCO,148,937,16,30,2013-01-01T21:00:00Z
2013,1,1,1705,1705,0,2054,2010,44,AA,1905,N4WRAA,EWR,DFW,251,1372,17,5,2013-01-01T22:00:00Z
2013,1,1,1707,1705,2,1928,1940,-12,DL,2121,N3730B,EWR,ATL,121,746,17,5,2013-01-01T22:00:00Z
2013,1,1,1707,1700,7,2006,2000,6,UA,342,N543UA,EWR,LAX,334,2454,17,0,2013-01-01T22:00:00Z
2013,1,1,1708,1700,8,2037,2005,32,WN,1066,N778SW,EWR,HOU,245,1411,17,0,2013-01-01T22:00:00Z
2013,1,1,1711,1650,21,1820,1806,14,EV,4194,N15986,EWR,BTV,48,266,16,50,2013-01-01T21:00:00Z
2013,1,1,1712,1700,12,2042,2036,6,UA,635,N485UA,EWR,SAT,242,1569,17,0,2013-01-01T22:00:00Z
